# init_date: 2026-05-01
# valid_start: 2026-06-01
# valid_end: 2026-06-30
# forecast_source: seas5_operational_2026
# forecast_system_version: SEAS5
# n_ensemble_members: 25
# observation_dataset: chirps_obs
# climatology_period: obs_1993_2025
# index_definition: Rainfall total (mm): ensemble mean/median/sd/quantiles, anomaly vs. climatology
# bias_correction_method: QDM (applied upstream by data provider, prior to ingestion)
# processing_date: 2026-07-20T22:27:46.367303+00:00
# software_version: 0.1.0-phase1
# no_rain_threshold_mm: 1.0
# spatial_resolution_deg: 0.25
# ensemble_statistic: median
lat,lon,spatial_ref,clim_year,median
3.375,36.125,0,2026,
3.375,36.375,0,2026,
3.375,36.625,0,2026,
3.375,36.875,0,2026,
3.375,37.125,0,2026,
3.375,37.375,0,2026,
3.375,37.625,0,2026,
3.375,37.875,0,2026,
3.375,38.125,0,2026,
3.375,38.375,0,2026,
3.375,38.625,0,2026,
3.375,38.875,0,2026,
3.375,39.125,0,2026,2.7048693
3.375,39.375,0,2026,0.7358624
3.375,39.625,0,2026,0.49272034
3.375,39.875,0,2026,
3.375,40.125,0,2026,
3.375,40.375,0,2026,
3.375,40.625,0,2026,
3.375,40.875,0,2026,
3.375,41.125,0,2026,
3.375,41.375,0,2026,
3.375,41.625,0,2026,
3.375,41.875,0,2026,
3.375,42.125,0,2026,
3.375,42.375,0,2026,
3.375,42.625,0,2026,
3.375,42.875,0,2026,
3.375,43.125,0,2026,
3.375,43.375,0,2026,
3.375,43.625,0,2026,
3.375,43.875,0,2026,
3.375,44.125,0,2026,
3.375,44.375,0,2026,
3.375,44.625,0,2026,
3.375,44.875,0,2026,
3.375,45.125,0,2026,
3.375,45.375,0,2026,
3.375,45.625,0,2026,
3.375,45.875,0,2026,
3.375,46.125,0,2026,
3.375,46.375,0,2026,
3.375,46.625,0,2026,
3.375,46.875,0,2026,
3.375,47.125,0,2026,
3.375,47.375,0,2026,
3.375,47.625,0,2026,
3.375,47.875,0,2026,
3.625,33.125,0,2026,
3.625,33.375,0,2026,
3.625,33.625,0,2026,
3.625,33.875,0,2026,
3.625,34.125,0,2026,
3.625,34.375,0,2026,
3.625,34.625,0,2026,
3.625,34.875,0,2026,
3.625,35.125,0,2026,
3.625,35.375,0,2026,
3.625,35.625,0,2026,
3.625,35.875,0,2026,
3.625,36.125,0,2026,
3.625,36.375,0,2026,
3.625,36.625,0,2026,
3.625,36.875,0,2026,
3.625,37.125,0,2026,
3.625,37.375,0,2026,
3.625,37.625,0,2026,
3.625,37.875,0,2026,0.07713942
3.625,38.125,0,2026,0.008798329
3.625,38.375,0,2026,1.3368179
3.625,38.625,0,2026,4.1759386
3.625,38.875,0,2026,4.3571095
3.625,39.125,0,2026,3.0444684
3.625,39.375,0,2026,1.5722125
3.625,39.625,0,2026,0.6603276
3.625,39.875,0,2026,0.0008940697
3.625,40.125,0,2026,
3.625,40.375,0,2026,
3.625,40.625,0,2026,
3.625,40.875,0,2026,
3.625,41.125,0,2026,
3.625,41.375,0,2026,
3.625,41.625,0,2026,
3.625,41.875,0,2026,
3.625,42.125,0,2026,
3.625,42.375,0,2026,
3.625,42.625,0,2026,
3.625,42.875,0,2026,
3.625,43.125,0,2026,
3.625,43.375,0,2026,
3.625,43.625,0,2026,
3.625,43.875,0,2026,
3.625,44.125,0,2026,
3.625,44.375,0,2026,
3.625,44.625,0,2026,
3.625,44.875,0,2026,
3.625,45.125,0,2026,
3.625,45.375,0,2026,
3.625,45.625,0,2026,
3.625,45.875,0,2026,
3.625,46.125,0,2026,
3.625,46.375,0,2026,
3.625,46.625,0,2026,
3.625,46.875,0,2026,
3.625,47.125,0,2026,
3.625,47.375,0,2026,
3.625,47.625,0,2026,
3.625,47.875,0,2026,
3.875,33.125,0,2026,
3.875,33.375,0,2026,
3.875,33.625,0,2026,
3.875,33.875,0,2026,
3.875,34.125,0,2026,
3.875,34.375,0,2026,
3.875,34.625,0,2026,
3.875,34.875,0,2026,
3.875,35.125,0,2026,
3.875,35.375,0,2026,
3.875,35.625,0,2026,
3.875,35.875,0,2026,
3.875,36.125,0,2026,
3.875,36.375,0,2026,
3.875,36.625,0,2026,
3.875,36.875,0,2026,
3.875,37.125,0,2026,
3.875,37.375,0,2026,
3.875,37.625,0,2026,0.0
3.875,37.875,0,2026,0.000112073685
3.875,38.125,0,2026,1.4405082
3.875,38.375,0,2026,4.176431
3.875,38.625,0,2026,3.7357864
3.875,38.875,0,2026,2.8058167
3.875,39.125,0,2026,2.8198376
3.875,39.375,0,2026,1.7822864
3.875,39.625,0,2026,1.0522656
3.875,39.875,0,2026,0.024025789
3.875,40.125,0,2026,0.0010728836
3.875,40.375,0,2026,
3.875,40.625,0,2026,
3.875,40.875,0,2026,
3.875,41.125,0,2026,0.00059604645
3.875,41.375,0,2026,0.00019868214
3.875,41.625,0,2026,0.0
3.875,41.875,0,2026,0.0
3.875,42.125,0,2026,
3.875,42.375,0,2026,
3.875,42.625,0,2026,
3.875,42.875,0,2026,
3.875,43.125,0,2026,
3.875,43.375,0,2026,
3.875,43.625,0,2026,
3.875,43.875,0,2026,
3.875,44.125,0,2026,
3.875,44.375,0,2026,
3.875,44.625,0,2026,
3.875,44.875,0,2026,
3.875,45.125,0,2026,
3.875,45.375,0,2026,
3.875,45.625,0,2026,
3.875,45.875,0,2026,
3.875,46.125,0,2026,
3.875,46.375,0,2026,
3.875,46.625,0,2026,
3.875,46.875,0,2026,
3.875,47.125,0,2026,
3.875,47.375,0,2026,
3.875,47.625,0,2026,
3.875,47.875,0,2026,
4.125,33.125,0,2026,
4.125,33.375,0,2026,
4.125,33.625,0,2026,
4.125,33.875,0,2026,
4.125,34.125,0,2026,
4.125,34.375,0,2026,
4.125,34.625,0,2026,
4.125,34.875,0,2026,
4.125,35.125,0,2026,
4.125,35.375,0,2026,
4.125,35.625,0,2026,
4.125,35.875,0,2026,
4.125,36.125,0,2026,
4.125,36.375,0,2026,
4.125,36.625,0,2026,
4.125,36.875,0,2026,
4.125,37.125,0,2026,0.0013411045
4.125,37.375,0,2026,0.0
4.125,37.625,0,2026,0.07182993
4.125,37.875,0,2026,1.1428833
4.125,38.125,0,2026,3.6777408
4.125,38.375,0,2026,3.6957088
4.125,38.625,0,2026,3.6798995
4.125,38.875,0,2026,3.281714
4.125,39.125,0,2026,2.5377946
4.125,39.375,0,2026,1.5544019
4.125,39.625,0,2026,0.69386876
4.125,39.875,0,2026,0.06804363
4.125,40.125,0,2026,0.0010728836
4.125,40.375,0,2026,0.0003973643
4.125,40.625,0,2026,0.06848132
4.125,40.875,0,2026,0.030896757
4.125,41.125,0,2026,0.0010728836
4.125,41.375,0,2026,0.00035762787
4.125,41.625,0,2026,0.00071525574
4.125,41.875,0,2026,0.0010728836
4.125,42.125,0,2026,0.0
4.125,42.375,0,2026,0.0
4.125,42.625,0,2026,0.00019868214
4.125,42.875,0,2026,
4.125,43.125,0,2026,
4.125,43.375,0,2026,
4.125,43.625,0,2026,
4.125,43.875,0,2026,
4.125,44.125,0,2026,
4.125,44.375,0,2026,
4.125,44.625,0,2026,
4.125,44.875,0,2026,
4.125,45.125,0,2026,
4.125,45.375,0,2026,
4.125,45.625,0,2026,
4.125,45.875,0,2026,
4.125,46.125,0,2026,
4.125,46.375,0,2026,
4.125,46.625,0,2026,
4.125,46.875,0,2026,
4.125,47.125,0,2026,
4.125,47.375,0,2026,
4.125,47.625,0,2026,
4.125,47.875,0,2026,
4.375,33.125,0,2026,
4.375,33.375,0,2026,
4.375,33.625,0,2026,
4.375,33.875,0,2026,
4.375,34.125,0,2026,
4.375,34.375,0,2026,
4.375,34.625,0,2026,
4.375,34.875,0,2026,
4.375,35.125,0,2026,
4.375,35.375,0,2026,
4.375,35.625,0,2026,
4.375,35.875,0,2026,0.0025348468
4.375,36.125,0,2026,0.0048662596
4.375,36.375,0,2026,0.0
4.375,36.625,0,2026,0.00011920929
4.375,36.875,0,2026,0.00035762787
4.375,37.125,0,2026,0.16160077
4.375,37.375,0,2026,0.00034059797
4.375,37.625,0,2026,0.3177611
4.375,37.875,0,2026,1.2218096
4.375,38.125,0,2026,2.116321
4.375,38.375,0,2026,2.413927
4.375,38.625,0,2026,2.8028147
4.375,38.875,0,2026,2.4140785
4.375,39.125,0,2026,1.315307
4.375,39.375,0,2026,0.43496883
4.375,39.625,0,2026,0.35185403
4.375,39.875,0,2026,0.32966033
4.375,40.125,0,2026,0.00055631
4.375,40.375,0,2026,0.00011920929
4.375,40.625,0,2026,0.10710728
4.375,40.875,0,2026,0.19556205
4.375,41.125,0,2026,0.00035762787
4.375,41.375,0,2026,0.00011920929
4.375,41.625,0,2026,0.00023841858
4.375,41.875,0,2026,0.00035762787
4.375,42.125,0,2026,0.00019868214
4.375,42.375,0,2026,0.0
4.375,42.625,0,2026,0.0
4.375,42.875,0,2026,0.00019868214
4.375,43.125,0,2026,
4.375,43.375,0,2026,
4.375,43.625,0,2026,
4.375,43.875,0,2026,
4.375,44.125,0,2026,
4.375,44.375,0,2026,
4.375,44.625,0,2026,
4.375,44.875,0,2026,
4.375,45.125,0,2026,
4.375,45.375,0,2026,
4.375,45.625,0,2026,
4.375,45.875,0,2026,
4.375,46.125,0,2026,
4.375,46.375,0,2026,
4.375,46.625,0,2026,
4.375,46.875,0,2026,
4.375,47.125,0,2026,
4.375,47.375,0,2026,
4.375,47.625,0,2026,
4.375,47.875,0,2026,
4.625,33.125,0,2026,
4.625,33.375,0,2026,
4.625,33.625,0,2026,
4.625,33.875,0,2026,
4.625,34.125,0,2026,
4.625,34.375,0,2026,
4.625,34.625,0,2026,
4.625,34.875,0,2026,
4.625,35.125,0,2026,
4.625,35.375,0,2026,
4.625,35.625,0,2026,
4.625,35.875,0,2026,0.00039074087
4.625,36.125,0,2026,0.00055631
4.625,36.375,0,2026,0.00054495677
4.625,36.625,0,2026,0.00059805706
4.625,36.875,0,2026,0.00035762787
4.625,37.125,0,2026,0.5836374
4.625,37.375,0,2026,0.1531096
4.625,37.625,0,2026,0.09895116
4.625,37.875,0,2026,0.3829576
4.625,38.125,0,2026,1.4581845
4.625,38.375,0,2026,1.8985218
4.625,38.625,0,2026,1.9933727
4.625,38.875,0,2026,2.0901275
4.625,39.125,0,2026,1.5998229
4.625,39.375,0,2026,0.73501194
4.625,39.625,0,2026,0.16910756
4.625,39.875,0,2026,0.17581344
4.625,40.125,0,2026,0.00071525574
4.625,40.375,0,2026,0.00011920929
4.625,40.625,0,2026,0.0
4.625,40.875,0,2026,0.00059604645
4.625,41.125,0,2026,0.00035762787
4.625,41.375,0,2026,0.00011920929
4.625,41.625,0,2026,0.0
4.625,41.875,0,2026,0.00019868214
4.625,42.125,0,2026,0.00019868214
4.625,42.375,0,2026,0.0
4.625,42.625,0,2026,0.0
4.625,42.875,0,2026,0.0
4.625,43.125,0,2026,0.0
4.625,43.375,0,2026,0.0
4.625,43.625,0,2026,
4.625,43.875,0,2026,
4.625,44.125,0,2026,
4.625,44.375,0,2026,
4.625,44.625,0,2026,
4.625,44.875,0,2026,
4.625,45.125,0,2026,
4.625,45.375,0,2026,
4.625,45.625,0,2026,
4.625,45.875,0,2026,
4.625,46.125,0,2026,
4.625,46.375,0,2026,
4.625,46.625,0,2026,
4.625,46.875,0,2026,
4.625,47.125,0,2026,
4.625,47.375,0,2026,
4.625,47.625,0,2026,
4.625,47.875,0,2026,
4.875,33.125,0,2026,
4.875,33.375,0,2026,
4.875,33.625,0,2026,
4.875,33.875,0,2026,
4.875,34.125,0,2026,
4.875,34.375,0,2026,
4.875,34.625,0,2026,
4.875,34.875,0,2026,
4.875,35.125,0,2026,
4.875,35.375,0,2026,
4.875,35.625,0,2026,
4.875,35.875,0,2026,0.0010728836
4.875,36.125,0,2026,0.009110085
4.875,36.375,0,2026,0.11488752
4.875,36.625,0,2026,0.8133634
4.875,36.875,0,2026,0.14795627
4.875,37.125,0,2026,2.177065
4.875,37.375,0,2026,2.077856
4.875,37.625,0,2026,0.95350266
4.875,37.875,0,2026,0.69410753
4.875,38.125,0,2026,1.4721894
4.875,38.375,0,2026,2.2972016
4.875,38.625,0,2026,2.710638
4.875,38.875,0,2026,3.0363204
4.875,39.125,0,2026,1.4616785
4.875,39.375,0,2026,0.77935535
4.875,39.625,0,2026,0.3848662
4.875,39.875,0,2026,0.064487435
4.875,40.125,0,2026,0.0010728836
4.875,40.375,0,2026,0.0
4.875,40.625,0,2026,0.0
4.875,40.875,0,2026,0.00059604645
4.875,41.125,0,2026,0.00075027207
4.875,41.375,0,2026,0.00022687185
4.875,41.625,0,2026,0.0
4.875,41.875,0,2026,0.0
4.875,42.125,0,2026,0.0
4.875,42.375,0,2026,0.00019868214
4.875,42.625,0,2026,0.00059604645
4.875,42.875,0,2026,0.00059604645
4.875,43.125,0,2026,0.0
4.875,43.375,0,2026,0.0
4.875,43.625,0,2026,0.00059604645
4.875,43.875,0,2026,0.00059604645
4.875,44.125,0,2026,0.07375638
4.875,44.375,0,2026,0.0005730405
4.875,44.625,0,2026,0.00019868214
4.875,44.875,0,2026,0.2064814
4.875,45.125,0,2026,0.84320414
4.875,45.375,0,2026,
4.875,45.625,0,2026,
4.875,45.875,0,2026,
4.875,46.125,0,2026,
4.875,46.375,0,2026,
4.875,46.625,0,2026,
4.875,46.875,0,2026,
4.875,47.125,0,2026,
4.875,47.375,0,2026,
4.875,47.625,0,2026,
4.875,47.875,0,2026,
5.125,33.125,0,2026,
5.125,33.375,0,2026,
5.125,33.625,0,2026,
5.125,33.875,0,2026,
5.125,34.125,0,2026,
5.125,34.375,0,2026,
5.125,34.625,0,2026,
5.125,34.875,0,2026,
5.125,35.125,0,2026,
5.125,35.375,0,2026,
5.125,35.625,0,2026,
5.125,35.875,0,2026,0.37785423
5.125,36.125,0,2026,0.40303183
5.125,36.375,0,2026,2.386008
5.125,36.625,0,2026,3.775205
5.125,36.875,0,2026,2.0946822
5.125,37.125,0,2026,4.0637803
5.125,37.375,0,2026,4.346283
5.125,37.625,0,2026,2.371755
5.125,37.875,0,2026,4.250988
5.125,38.125,0,2026,4.2036386
5.125,38.375,0,2026,4.1425147
5.125,38.625,0,2026,3.4130056
5.125,38.875,0,2026,1.8486377
5.125,39.125,0,2026,2.071038
5.125,39.375,0,2026,1.4711901
5.125,39.625,0,2026,0.29141438
5.125,39.875,0,2026,0.07904901
5.125,40.125,0,2026,0.008854106
5.125,40.375,0,2026,0.00059604645
5.125,40.625,0,2026,0.0
5.125,40.875,0,2026,0.0012016296
5.125,41.125,0,2026,0.00059604645
5.125,41.375,0,2026,0.00019868214
5.125,41.625,0,2026,0.0
5.125,41.875,0,2026,0.0
5.125,42.125,0,2026,0.0
5.125,42.375,0,2026,0.00019868214
5.125,42.625,0,2026,0.00035762787
5.125,42.875,0,2026,0.0010728836
5.125,43.125,0,2026,0.00059604645
5.125,43.375,0,2026,0.0
5.125,43.625,0,2026,0.00019868214
5.125,43.875,0,2026,0.0010728836
5.125,44.125,0,2026,0.17744039
5.125,44.375,0,2026,0.00035762787
5.125,44.625,0,2026,0.00035792447
5.125,44.875,0,2026,0.14801027
5.125,45.125,0,2026,0.124991834
5.125,45.375,0,2026,0.00071525574
5.125,45.625,0,2026,
5.125,45.875,0,2026,
5.125,46.125,0,2026,
5.125,46.375,0,2026,
5.125,46.625,0,2026,
5.125,46.875,0,2026,
5.125,47.125,0,2026,
5.125,47.375,0,2026,
5.125,47.625,0,2026,
5.125,47.875,0,2026,
5.375,33.125,0,2026,
5.375,33.375,0,2026,
5.375,33.625,0,2026,
5.375,33.875,0,2026,
5.375,34.125,0,2026,
5.375,34.375,0,2026,
5.375,34.625,0,2026,
5.375,34.875,0,2026,
5.375,35.125,0,2026,
5.375,35.375,0,2026,2.6447692
5.375,35.625,0,2026,2.0708296
5.375,35.875,0,2026,1.4412903
5.375,36.125,0,2026,1.4407523
5.375,36.375,0,2026,3.9420304
5.375,36.625,0,2026,8.092327
5.375,36.875,0,2026,6.1235595
5.375,37.125,0,2026,7.7618685
5.375,37.375,0,2026,9.247621
5.375,37.625,0,2026,7.028511
5.375,37.875,0,2026,7.5005145
5.375,38.125,0,2026,6.949237
5.375,38.375,0,2026,5.8380127
5.375,38.625,0,2026,4.733141
5.375,38.875,0,2026,3.7748742
5.375,39.125,0,2026,3.2317517
5.375,39.375,0,2026,3.0499835
5.375,39.625,0,2026,1.0192895
5.375,39.875,0,2026,0.3026723
5.375,40.125,0,2026,0.02926784
5.375,40.375,0,2026,0.000834465
5.375,40.625,0,2026,0.000834465
5.375,40.875,0,2026,0.00059604645
5.375,41.125,0,2026,0.0
5.375,41.375,0,2026,0.0
5.375,41.625,0,2026,0.0
5.375,41.875,0,2026,0.0
5.375,42.125,0,2026,0.0
5.375,42.375,0,2026,0.0
5.375,42.625,0,2026,0.00011920929
5.375,42.875,0,2026,0.00035762787
5.375,43.125,0,2026,0.00019868214
5.375,43.375,0,2026,0.00023841858
5.375,43.625,0,2026,0.00011920929
5.375,43.875,0,2026,0.00019868214
5.375,44.125,0,2026,0.00035762787
5.375,44.375,0,2026,0.00011920929
5.375,44.625,0,2026,0.00011920929
5.375,44.875,0,2026,0.0017631989
5.375,45.125,0,2026,0.02200353
5.375,45.375,0,2026,2.0927118e-06
5.375,45.625,0,2026,
5.375,45.875,0,2026,
5.375,46.125,0,2026,
5.375,46.375,0,2026,
5.375,46.625,0,2026,
5.375,46.875,0,2026,
5.375,47.125,0,2026,
5.375,47.375,0,2026,
5.375,47.625,0,2026,
5.375,47.875,0,2026,
5.625,33.125,0,2026,
5.625,33.375,0,2026,
5.625,33.625,0,2026,
5.625,33.875,0,2026,
5.625,34.125,0,2026,
5.625,34.375,0,2026,
5.625,34.625,0,2026,
5.625,34.875,0,2026,
5.625,35.125,0,2026,9.660836
5.625,35.375,0,2026,7.1500583
5.625,35.625,0,2026,4.348529
5.625,35.875,0,2026,3.685113
5.625,36.125,0,2026,6.505886
5.625,36.375,0,2026,10.460209
5.625,36.625,0,2026,12.988464
5.625,36.875,0,2026,11.977416
5.625,37.125,0,2026,14.545357
5.625,37.375,0,2026,19.7484
5.625,37.625,0,2026,18.690693
5.625,37.875,0,2026,12.990891
5.625,38.125,0,2026,10.848222
5.625,38.375,0,2026,10.985509
5.625,38.625,0,2026,6.5148435
5.625,38.875,0,2026,4.5883126
5.625,39.125,0,2026,4.2723746
5.625,39.375,0,2026,4.621167
5.625,39.625,0,2026,3.147299
5.625,39.875,0,2026,1.9531065
5.625,40.125,0,2026,1.0442514
5.625,40.375,0,2026,0.28548384
5.625,40.625,0,2026,0.12180287
5.625,40.875,0,2026,6.219896e-06
5.625,41.125,0,2026,0.0
5.625,41.375,0,2026,0.0
5.625,41.625,0,2026,0.0
5.625,41.875,0,2026,1.7964243e-08
5.625,42.125,0,2026,0.00091393787
5.625,42.375,0,2026,0.022317255
5.625,42.625,0,2026,0.00011920929
5.625,42.875,0,2026,0.00019868214
5.625,43.125,0,2026,0.00019868214
5.625,43.375,0,2026,0.0
5.625,43.625,0,2026,0.0
5.625,43.875,0,2026,0.0
5.625,44.125,0,2026,0.0
5.625,44.375,0,2026,0.0
5.625,44.625,0,2026,0.0
5.625,44.875,0,2026,0.00059604645
5.625,45.125,0,2026,0.00019868214
5.625,45.375,0,2026,0.0
5.625,45.625,0,2026,0.0
5.625,45.875,0,2026,
5.625,46.125,0,2026,
5.625,46.375,0,2026,
5.625,46.625,0,2026,
5.625,46.875,0,2026,
5.625,47.125,0,2026,
5.625,47.375,0,2026,
5.625,47.625,0,2026,
5.625,47.875,0,2026,
5.875,33.125,0,2026,
5.875,33.375,0,2026,
5.875,33.625,0,2026,
5.875,33.875,0,2026,
5.875,34.125,0,2026,
5.875,34.375,0,2026,
5.875,34.625,0,2026,
5.875,34.875,0,2026,15.681425
5.875,35.125,0,2026,19.106287
5.875,35.375,0,2026,10.265266
5.875,35.625,0,2026,8.753391
5.875,35.875,0,2026,8.242714
5.875,36.125,0,2026,14.506482
5.875,36.375,0,2026,19.57227
5.875,36.625,0,2026,25.284323
5.875,36.875,0,2026,21.111877
5.875,37.125,0,2026,22.883652
5.875,37.375,0,2026,26.957247
5.875,37.625,0,2026,24.099669
5.875,37.875,0,2026,26.971748
5.875,38.125,0,2026,25.965624
5.875,38.375,0,2026,27.79214
5.875,38.625,0,2026,20.415878
5.875,38.875,0,2026,12.309898
5.875,39.125,0,2026,11.481499
5.875,39.375,0,2026,6.552621
5.875,39.625,0,2026,4.589536
5.875,39.875,0,2026,2.8525844
5.875,40.125,0,2026,1.097367
5.875,40.375,0,2026,0.4082444
5.875,40.625,0,2026,0.29000634
5.875,40.875,0,2026,0.0017881393
5.875,41.125,0,2026,0.0
5.875,41.375,0,2026,0.0
5.875,41.625,0,2026,0.0
5.875,41.875,0,2026,0.0
5.875,42.125,0,2026,0.0017166138
5.875,42.375,0,2026,0.00035762787
5.875,42.625,0,2026,0.00035762787
5.875,42.875,0,2026,0.00059604645
5.875,43.125,0,2026,0.0
5.875,43.375,0,2026,0.0
5.875,43.625,0,2026,0.0
5.875,43.875,0,2026,0.0
5.875,44.125,0,2026,0.0
5.875,44.375,0,2026,0.0
5.875,44.625,0,2026,0.0005722046
5.875,44.875,0,2026,0.00059604645
5.875,45.125,0,2026,0.0010728836
5.875,45.375,0,2026,0.00055631
5.875,45.625,0,2026,3.9240513e-05
5.875,45.875,0,2026,0.0
5.875,46.125,0,2026,
5.875,46.375,0,2026,
5.875,46.625,0,2026,
5.875,46.875,0,2026,
5.875,47.125,0,2026,
5.875,47.375,0,2026,
5.875,47.625,0,2026,
5.875,47.875,0,2026,
6.125,33.125,0,2026,
6.125,33.375,0,2026,
6.125,33.625,0,2026,
6.125,33.875,0,2026,
6.125,34.125,0,2026,
6.125,34.375,0,2026,
6.125,34.625,0,2026,
6.125,34.875,0,2026,26.897863
6.125,35.125,0,2026,32.733788
6.125,35.375,0,2026,22.91292
6.125,35.625,0,2026,19.85168
6.125,35.875,0,2026,17.69598
6.125,36.125,0,2026,27.923498
6.125,36.375,0,2026,40.429916
6.125,36.625,0,2026,49.006454
6.125,36.875,0,2026,43.71943
6.125,37.125,0,2026,41.10327
6.125,37.375,0,2026,41.47588
6.125,37.625,0,2026,30.605541
6.125,37.875,0,2026,31.6797
6.125,38.125,0,2026,48.96498
6.125,38.375,0,2026,68.51122
6.125,38.625,0,2026,65.688736
6.125,38.875,0,2026,43.502464
6.125,39.125,0,2026,29.431873
6.125,39.375,0,2026,13.572281
6.125,39.625,0,2026,8.934728
6.125,39.875,0,2026,3.923783
6.125,40.125,0,2026,2.8502321
6.125,40.375,0,2026,2.5263574
6.125,40.625,0,2026,2.1781259
6.125,40.875,0,2026,0.655727
6.125,41.125,0,2026,0.11867543
6.125,41.375,0,2026,0.0
6.125,41.625,0,2026,0.06244118
6.125,41.875,0,2026,0.00090095383
6.125,42.125,0,2026,0.0008583069
6.125,42.375,0,2026,0.0003973643
6.125,42.625,0,2026,0.00019868214
6.125,42.875,0,2026,0.0
6.125,43.125,0,2026,0.0
6.125,43.375,0,2026,0.0
6.125,43.625,0,2026,0.0
6.125,43.875,0,2026,0.0
6.125,44.125,0,2026,0.0
6.125,44.375,0,2026,0.0
6.125,44.625,0,2026,5.067207e-06
6.125,44.875,0,2026,0.00059604645
6.125,45.125,0,2026,0.00059604645
6.125,45.375,0,2026,0.00030096955
6.125,45.625,0,2026,0.0
6.125,45.875,0,2026,0.0
6.125,46.125,0,2026,0.0
6.125,46.375,0,2026,
6.125,46.625,0,2026,
6.125,46.875,0,2026,
6.125,47.125,0,2026,
6.125,47.375,0,2026,
6.125,47.625,0,2026,
6.125,47.875,0,2026,
6.375,33.125,0,2026,
6.375,33.375,0,2026,
6.375,33.625,0,2026,
6.375,33.875,0,2026,
6.375,34.125,0,2026,
6.375,34.375,0,2026,
6.375,34.625,0,2026,
6.375,34.875,0,2026,32.85299
6.375,35.125,0,2026,41.126755
6.375,35.375,0,2026,32.727318
6.375,35.625,0,2026,33.711857
6.375,35.875,0,2026,33.713787
6.375,36.125,0,2026,39.43797
6.375,36.375,0,2026,54.025223
6.375,36.625,0,2026,59.52306
6.375,36.875,0,2026,65.372734
6.375,37.125,0,2026,59.51704
6.375,37.375,0,2026,57.678493
6.375,37.625,0,2026,49.127975
6.375,37.875,0,2026,32.65715
6.375,38.125,0,2026,51.08626
6.375,38.375,0,2026,72.591606
6.375,38.625,0,2026,81.456604
6.375,38.875,0,2026,69.45292
6.375,39.125,0,2026,47.278095
6.375,39.375,0,2026,24.645748
6.375,39.625,0,2026,12.371227
6.375,39.875,0,2026,9.0272665
6.375,40.125,0,2026,5.893387
6.375,40.375,0,2026,4.9200644
6.375,40.625,0,2026,5.1487308
6.375,40.875,0,2026,2.844278
6.375,41.125,0,2026,0.8284533
6.375,41.375,0,2026,0.000834465
6.375,41.625,0,2026,0.18807891
6.375,41.875,0,2026,0.00019868214
6.375,42.125,0,2026,0.00019868214
6.375,42.375,0,2026,7.213828e-05
6.375,42.625,0,2026,0.00023841858
6.375,42.875,0,2026,0.0
6.375,43.125,0,2026,0.0
6.375,43.375,0,2026,0.0
6.375,43.625,0,2026,0.0
